"School 
Year","LEA 
Code","LEA 
Name","School 
Code","School 
Name","Charter 
School","Current 
Grades","Direct 
Certification","Community 
Eligibility","Total 
Enrollment","# Identified 
Students",Multiplier,"# Low 
Income 
Students","% Low 
Income 
Students","School 
Served","Eligibility 
Program 
Model","Eligibility 
Justification","Program 
Justification","# Students 
Served TAS","Grades 
Served 
TAS","Served 
1st Year","Served 1st 
Year Comment"
2020-2021,350,Franklin County Schools,350340,Youngsville Elementary,N,"0K,01,02,03,04,05",N,N,410,N/A,N/A,161,39.27,Y,TAS-SW,,Always SW,,,2006-2007,
2020-2021,35A,Crosscreek Charter School,35A000,Crosscreek Charter School,Y,"0K,01,02,03,04,05,06,07,08",N,N,351,N/A,N/A,107,30.48,Y,TAS-TAS,Charter School,,57,"0K,01,02,03,04,05,06,07,08",2017-2018,
2020-2021,35B,Youngsville Academy,35B000,Youngsville Academy,Y,"0K,01,02,03,04,05,06,07",N,N,450,N/A,N/A,0,0,N,Not Title I,,,,,,
2020-2021,360,Gaston County Schools,360310,Ashbrook High,N,"09,10,11,12,XG",N,N,1271,N/A,N/A,743,58.46,N,SW,,,,,,
2020-2021,360,Gaston County Schools,360320,Belmont Central Elementary,N,"02,03,04,05",N,N,749,N/A,N/A,203,27.1,N,Not Title I,,,,,,
2020-2021,360,Gaston County Schools,360324,Belmont Middle,N,"06,07,08",N,N,708,N/A,N/A,212,29.94,N,Not Title I,,,,,,
2020-2021,360,Gaston County Schools,360332,Bessemer City Central Elem,N,"03,04,05",N,Y,442,250,1.6,400,90.5,Y,SW-SW,,,,,2005-2006,
2020-2021,360,Gaston County Schools,360336,Bessemer City High,N,"09,10,11,12,XG",N,N,600,N/A,N/A,361,60.17,N,SW,,,,,,
2020-2021,360,Gaston County Schools,360337,Gaston Early College High School,N,"09,10,11,12,13,XG",N,N,239,N/A,N/A,84,35.15,N,TAS,,,,,,
2020-2021,360,Gaston County Schools,360338,Bessemer City Primary,N,"PK,0K,01,02",N,Y,418,227,1.6,363,86.84,Y,SW-SW,,,,,2005-2006,
2020-2021,360,Gaston County Schools,360339,W B Beam Intermediate School,N,"04,05",N,N,204,N/A,N/A,102,50,Y,SW-SW,,,,,2016-2017,
2020-2021,360,Gaston County Schools,360340,Brookside Elementary,N,"PK,0K,01,02,03,04,05",N,Y,546,225,1.6,360,65.93,Y,SW-SW,,,,,2006-2007,
2020-2021,360,Gaston County Schools,360344,Carr Elementary,N,"PK,0K,01,02,03,04,05",N,Y,716,296,1.6,474,66.2,Y,SW-SW,,,,,2006-2007,
2020-2021,360,Gaston County Schools,360348,Catawba Heights Elementary,N,"PK,0K,01,02,03,04,05",N,N,318,N/A,N/A,176,55.35,Y,SW-SW,,,,,2012-2013,
2020-2021,360,Gaston County Schools,360352,Chapel Grove Elementary,N,"PK,0K,01,02,03,04,05",N,Y,432,193,1.6,309,71.53,Y,SW-SW,,,,,2009-2010,
2020-2021,360,Gaston County Schools,360360,Cherryville High,N,"09,10,11,12,XG",N,N,509,N/A,N/A,246,48.33,N,SW,,,,,,
2020-2021,360,Gaston County Schools,360364,Cherryville Elementary,N,"PK,0K,01,02,03",N,N,427,N/A,N/A,233,54.57,Y,SW-SW,,,,,2014-2015,
2020-2021,360,Gaston County Schools,360372,Warlick Academy,N,"06,07,08,09,10,11,12,XG",N,Y,160,86,1.6,138,86.25,Y,SW-SW,,,,,2013-2014,
2020-2021,360,Gaston County Schools,360376,Costner Elementary,N,"PK,0K,01,02,03,04,05",N,N,399,N/A,N/A,181,45.36,Y,SW-SW,,,,,2018-2019,
2020-2021,360,Gaston County Schools,360378,Stuart W Cramer High,N,"09,10,11,12,XG",N,N,1010,N/A,N/A,350,34.65,N,Not Title I,,,,,,
2020-2021,360,Gaston County Schools,360380,Cramerton Middle,N,"06,07,08",N,N,871,N/A,N/A,227,26.06,N,Not Title I,,,,,,
2020-2021,360,Gaston County Schools,360390,East Gaston High,N,"09,10,11,12,XG",N,N,832,N/A,N/A,282,33.89,N,Not Title I,,,,,,
2020-2021,360,Gaston County Schools,360392,Edward D Sadler Jr  Elementary School,N,"PK,0K,01,02,03,04,05",N,Y,424,244,1.6,390,91.98,Y,SW-SW,,,,,2005-2006,
2020-2021,360,Gaston County Schools,360394,Webb Street School,N,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,XG",N,N,170,N/A,N/A,93,54.71,N,SW,,,,,,
2020-2021,360,Gaston County Schools,360396,Forestview High,N,"09,10,11,12,XG",N,N,1072,N/A,N/A,330,30.78,N,Not Title I,,,,,,
2020-2021,360,Gaston County Schools,360400,Gardner Park Elementary,N,"PK,0K,01,02,03,04,05",N,Y,585,226,1.6,362,61.88,Y,SW-SW,,,,,2010-2011,
2020-2021,360,Gaston County Schools,360408,W P Grier Middle School,N,"06,07,08",N,Y,748,380,1.6,608,81.28,Y,SW-SW,,,,,2011-2012,
2020-2021,360,Gaston County Schools,360418,Highland Sch of Technology,N,"09,10,11,12,XG",N,N,548,N/A,N/A,137,25,N,Not Title I,,,,,,
2020-2021,360,Gaston County Schools,360420,Hawks Nest STEAM Academy,N,"0K,01,02,03,04,05",N,N,332,N/A,N/A,90,27.11,N,Not Title I,,,,,,
2020-2021,360,Gaston County Schools,360426,Holbrook Middle,N,"06,07,08",N,N,788,N/A,N/A,499,63.32,N,SW,,,,,,
2020-2021,360,Gaston County Schools,360428,Hunter Huss High,N,"09,10,11,12,XG",N,N,1060,N/A,N/A,714,67.36,N,SW,,,,,,
2020-2021,360,Gaston County Schools,360430,J B Page Primary School,N,"PK,0K,01",N,N,321,N/A,N/A,74,23.05,N,Not Title I,,,,,,
2020-2021,360,Gaston County Schools,360431,John Chavis Middle School,N,"06,07,08",N,N,413,N/A,N/A,226,54.72,N,SW,,,,,,
2020-2021,360,Gaston County Schools,360432,Kiser Elementary,N,"03,04,05",N,N,391,N/A,N/A,205,52.43,Y,SW-SW,,,,,2018-2019,
2020-2021,360,Gaston County Schools,360436,Bessemer City Middle,N,"06,07,08",N,Y,545,251,1.6,402,73.76,Y,SW-SW,,,,,2010-2011,
2020-2021,360,Gaston County Schools,360438,Lingerfeldt Elementary,N,"PK,0K,01,02,03,04,05",N,Y,411,254,1.6,406,98.78,Y,SW-SW,,,,,2006-2007,
2020-2021,360,Gaston County Schools,360440,Lowell Elementary,N,"0K,01,02,03,04,05",N,N,488,N/A,N/A,283,57.99,Y,SW-SW,,,,,2018-2019,
2020-2021,360,Gaston County Schools,360448,McAdenville Elementary,N,"0K,01,02,03,04,05",N,N,179,N/A,N/A,89,49.72,Y,SW-SW,,,,,2010-2011,
2020-2021,360,Gaston County Schools,360456,Mount Holly Middle,N,"06,07,08",N,N,679,N/A,N/A,290,42.71,N,SW,,,,,,
2020-2021,360,Gaston County Schools,360464,New Hope Elementary,N,"0K,01,02,03,04,05",N,N,515,N/A,N/A,136,26.41,N,Not Title I,,,,,,
2020-2021,360,Gaston County Schools,360468,North Belmont Elementary,N,"PK,0K,01,02,03,04,05",N,Y,362,136,1.6,218,60.22,Y,SW-SW,,,,,2009-2010,
2020-2021,360,Gaston County Schools,360470,North Gaston High,N,"09,10,11,12,XG",N,N,1074,N/A,N/A,544,50.65,N,SW,,,,,,
2020-2021,360,Gaston County Schools,360478,Pinewood Elementary,N,"PK,0K,01,02,03,04,05",N,N,533,N/A,N/A,234,43.9,Y,SW-SW,,,,,2018-2019,
2020-2021,360,Gaston County Schools,360480,Pleasant Ridge Elementary,N,"PK,0K,01,02,03,04,05",N,Y,948,430,1.6,688,72.57,Y,SW-SW,,,,,2005-2006,
2020-2021,360,Gaston County Schools,360482,Ida Rankin Elementary School,N,"PK,0K,01,02,03,04,05",N,N,595,N/A,N/A,292,49.08,Y,SW-SW,,,,,2018-2019,
2020-2021,360,Gaston County Schools,360488,Robinson Elementary,N,"PK,0K,01,02,03,04,05",N,N,446,N/A,N/A,227,50.9,Y,SW-SW,,,,,2018-2019,
2020-2021,360,Gaston County Schools,360490,Sherwood Elementary,N,"PK,0K,01,02,03,04,05",N,N,615,N/A,N/A,466,75.77,Y,SW-SW,,,,,2009-2010,
2020-2021,360,Gaston County Schools,360492,H H Beam Elementary,N,"PK,0K,01,02,03,04,05",N,Y,642,394,1.6,630,98.13,Y,SW-SW,,,,,2006-2007,
2020-2021,360,Gaston County Schools,360494,South Point High,N,"09,10,11,12,XG",N,N,976,N/A,N/A,212,21.72,N,Not Title I,,,,,,
2020-2021,360,Gaston County Schools,360498,Southwest Middle,N,"06,07,08",N,Y,864,399,1.6,638,73.84,Y,SW-SW,,,,,2010-2011,
2020-2021,360,Gaston County Schools,360499,Springfield Primary,N,"PK,0K,01,02",N,Y,432,129,1.6,206,47.69,Y,SW-SW,,,,,2014-2015,
2020-2021,360,Gaston County Schools,360500,Stanley Middle,N,"06,07,08",N,N,699,N/A,N/A,303,43.35,N,SW,,,,,,
2020-2021,360,Gaston County Schools,360504,Tryon Elementary,N,"PK,0K,01,02,03,04,05",N,Y,367,152,1.6,243,66.21,Y,SW-SW,,,,,2006-2007,
2020-2021,360,Gaston County Schools,360510,W A Bess Elementary School,N,"PK,0K,01,02,03,04,05",N,N,619,N/A,N/A,207,33.44,N,Not Title I,,,,,,
2020-2021,360,Gaston County Schools,360514,W C Friday Middle School,N,"06,07,08",N,N,647,N/A,N/A,354,54.71,N,SW,,,,,,
2020-2021,360,Gaston County Schools,360520,Woodhill Elementary,N,"PK,0K,01,02,03,04,05",N,Y,486,322,1.6,486,100,Y,SW-SW,,,,,2011-2012,
2020-2021,360,Gaston County Schools,360526,York Chester Middle,N,"06,07,08",N,Y,394,206,1.6,330,83.76,Y,SW-SW,,,,,2005-2006,
2020-2021,360,Gaston County Schools,360550,Gaston Virtual Academy,N,"0K,01,02,03,04,05,06,07,08,09,10,11,12,XG",N,N,98,N/A,N/A,0,0,N,Not Title I,,,,,,
2020-2021,36B,Piedmont Community Charter,36B000,Piedmont Community Charter School,Y,"0K,01,02,03,04,05,06,07,08,09,10,11,12",N,Y,1330,487,1.6,779,58.57,Y,SW-TAS,,,64,"0K,01,02",2010-2011,
2020-2021,36C,Mountain Island Charter,36C000,Mountain Island Charter School,Y,"0K,01,02,03,04,05,06,07,08,09,10,11,12",N,N,1540,213,1.6,341,22.14,Y,TAS-TAS,Charter School,,213,"0K,01,02,03,04,05,06,07,08,09,10,11,12",2015-2016,
2020-2021,36F,Ridgeview Charter School,36F000,Ridgeview Charter School,Y,"0K,01,02,03,04,05",N,Y,146,53,1.6,85,58.22,Y,SW-SW,,,,,2019-2020,
2020-2021,36G,Community Public Charter,36G000,Community Public Charter,Y,"0K,01,02,03,04,05,06",N,Y,214,78,1.6,125,58.41,N,SW,,,,,,
2020-2021,370,Gates County Schools,370304,Buckland Elementary,N,"0K,01,02,03,04,05",N,N,231,N/A,N/A,119,51.52,Y,SW-SW,,,,,2006-2007,
2020-2021,370,Gates County Schools,370308,Central Middle School,N,"06,07,08",N,N,399,N/A,N/A,200,50.13,N,SW,,,,,,
2020-2021,370,Gates County Schools,370312,Gates County Senior High,N,"09,10,11,12",N,N,442,N/A,N/A,185,41.86,N,SW,,,,,,
2020-2021,370,Gates County Schools,370316,Gatesville Elementary,N,"PK,0K,01,02,03,04,05",N,N,292,N/A,N/A,170,58.22,Y,SW-SW,,,,,2005-2006,
2020-2021,370,Gates County Schools,370324,T S Cooper Elementary,N,"0K,01,02,03,04,05",N,N,239,N/A,N/A,125,52.3,Y,SW-SW,,,,,2005-2006,
2020-2021,380,Graham County Schools,380306,Robbinsville Elementary,N,"PK,0K,01,02,03,04,05,06",N,N,553,N/A,N/A,433,78.3,Y,SW-SW,,,,,2006-2007,
2020-2021,380,Graham County Schools,380308,Robbinsville High,N,"PK,09,10,11,12,XG",N,N,358,N/A,N/A,189,52.79,N,SW,,,,,,
2020-2021,380,Graham County Schools,380310,Robbinsville Middle,N,"07,08",N,N,177,N/A,N/A,109,61.58,N,SW,,,,,,
2020-2021,390,Granville County Schools,390309,Butner-Stem Middle,N,"06,07,08",N,N,506,N/A,N/A,345,68.18,Y,SW-SW,,,,,2015-2016,
2020-2021,390,Granville County Schools,390311,Butner-Stem Elementary,N,"PK,0K,01,02,03,04,05",N,N,453,N/A,N/A,309,68.21,Y,SW-SW,,,,,2006-2007,
2020-2021,390,Granville County Schools,390312,C. G. Credle Elementary,N,"PK,0K,01,02,03,04,05",N,N,370,N/A,N/A,281,75.95,Y,SW-SW,,,,,2006-2007,
2020-2021,390,Granville County Schools,390314,Phoenix Academy,N,"0K,01,02,03,04,05,06,07,08,09,10,11,12,XG",N,N,48,N/A,N/A,38,79.17,N,SW,,,,,,
2020-2021,390,Granville County Schools,390316,Creedmoor Elementary,N,"PK,0K,01,02,03,04,05",N,N,345,N/A,N/A,276,80,Y,SW-SW,,,,,2006-2007,
2020-2021,390,Granville County Schools,390320,G. C. Hawley Middle,N,"06,07,08",N,N,582,N/A,N/A,236,40.55,N,SW,,,,,,
2020-2021,390,Granville County Schools,390321,Granville Academy,N,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,XG",N,N,166,N/A,N/A,40,24.1,N,Not Title I,,,,,,
2020-2021,390,Granville County Schools,390322,Granville Central High,N,"09,10,11,12,XG",N,N,670,N/A,N/A,385,57.46,N,SW,,,,,,
2020-2021,390,Granville County Schools,390323,Granville Early College High,N,"09,10,11,12,13",N,N,221,N/A,N/A,67,30.32,N,Not Title I,,,,,,
2020-2021,390,Granville County Schools,390324,J. F. Webb High,N,"09,10,11,12,XG",N,N,411,N/A,N/A,298,72.51,N,SW,,,,,,
2020-2021,390,Granville County Schools,390333,Mount Energy Elementary,N,"PK,0K,01,02,03,04,05",N,N,435,N/A,N/A,229,52.64,Y,SW-SW,,,,,2006-2007,
2020-2021,390,Granville County Schools,390334,Northern Granville Middle,N,"06,07,08",N,N,615,N/A,N/A,464,75.45,Y,SW-SW,,,,,2012-2013,
2020-2021,390,Granville County Schools,390352,South Granville High,N,"09,10,11,12,XG",N,N,670,N/A,N/A,256,38.21,N,TAS,,,,,,
2020-2021,390,Granville County Schools,390360,Stovall-Shaw Elementary,N,"PK,0K,01,02,03,04,05",N,N,492,N/A,N/A,334,67.89,Y,SW-SW,,,,,2006-2007,
2020-2021,390,Granville County Schools,390362,Tar River Elementary,N,"PK,0K,01,02,03,04,05",N,N,400,N/A,N/A,160,40,Y,SW-SW,,,,,2011-2012,
2020-2021,390,Granville County Schools,390364,West Oxford Elementary,N,"PK,0K,01,02,03,04,05",N,N,495,N/A,N/A,426,86.06,Y,SW-SW,,,,,2006-2007,
2020-2021,390,Granville County Schools,390368,Wilton Elementary,N,"PK,0K,01,02,03,04,05",N,N,295,N/A,N/A,116,39.32,Y,TAS-SW,,Always SW,,,2010-2011,
2020-2021,39A,Falls Lake Academy,39A000,Falls Lake Academy,Y,"0K,01,02,03,04,05,06,07,08,09,10,11,12",N,N,1050,N/A,N/A,204,19.43,Y,TAS-TAS,Charter School,,80,"0K,01,02,03,04",2017-2018,
2020-2021,39B,Oxford Preparatory School,39B000,Oxford Preparatory,Y,"0K,01,02,03,04,05,06,07,08,09,10,11,12",N,N,752,209,1.6,334,44.41,Y,SW-SW,,,,,2020-2021,
2020-2021,400,Greene County Schools,400308,Greene Central High,N,"09,10,11,12,XG",N,Y,702,N/A,N/A,313,44.59,N,SW,,,,,,
2020-2021,400,Greene County Schools,400312,Greene County Middle,N,"06,07,08",N,Y,719,N/A,N/A,377,52.43,Y,SW-SW,,,,,2011-2012,
2020-2021,400,Greene County Schools,400315,Greene Early College High,N,"09,10,11,12,13",N,Y,165,N/A,N/A,56,33.94,N,Not Title I,,,,,,
2020-2021,400,Greene County Schools,400318,Greene County Intermediate,N,"04,05",N,Y,454,N/A,N/A,223,49.12,Y,SW-SW,,,,,2012-2013,
2020-2021,400,Greene County Schools,400321,Snow Hill Primary,N,"0K,01",N,Y,359,N/A,N/A,227,63.23,Y,SW-SW,,,,,2002-2003,
2020-2021,400,Greene County Schools,400332,West Greene Elementary,N,"02,03",N,Y,446,N/A,N/A,236,52.91,Y,SW-SW,,,,,2002-2003,
2020-2021,410,Guilford County Schools,410301,Guilford eLearning Virtual School,N,"0K,01,02,03,04,05",N,N,0,N/A,N/A,0,0,N,Not Title I,,,,,,
2020-2021,410,Guilford County Schools,410302,Guilford eLearning University Prep,N,"06,07,08,09,10,11,12,XG",N,N,0,N/A,N/A,0,0,N,Not Title I,,,,,,
2020-2021,410,Guilford County Schools,410304,Alamance Elementary,N,"PK,0K,01,02,03,04,05",N,N,513,N/A,N/A,190,37.04,N,TAS,,,,,,
2020-2021,410,Guilford County Schools,410307,Edwin A Alderman Elementary,N,"PK,0K,01,02,03,04,05",N,Y,430,219,1.6,350,81.4,Y,SW-SW,,,,,2005-2006,
2020-2021,410,Guilford County Schools,410310,Allen Jay Elementary,N,"PK,0K,01,02,03,04,05",N,Y,463,257,1.6,411,88.77,Y,SW-SW,,,,,2006-2007,
2020-2021,410,Guilford County Schools,410311,Allen Jay Middle - A Preparatory Academy,N,"05,06,07,08",N,Y,396,112,1.6,179,45.2,Y,SW-SW,,,,,2019-2020,
2020-2021,410,Guilford County Schools,410313,Southern Guilford Middle,N,"06,07,08",N,Y,748,351,1.6,562,75.13,Y,SW-SW,,,,,2010-2011,
2020-2021,410,Guilford County Schools,410316,Allen Middle,N,"06,07,08",N,Y,776,406,1.6,650,83.76,Y,SW-SW,,,,,2007-2008,
2020-2021,410,Guilford County Schools,410319,T Wingate Andrews High,N,"09,10,11,12,XG",N,Y,695,377,1.6,603,86.76,Y,SW-SW,,,,,2011-2012,
2020-2021,410,Guilford County Schools,410322,Archer Elementary,N,"PK,0K,01,02,03,04,05",N,Y,414,206,1.6,330,79.71,Y,SW-SW,,,,,2005-2006,
2020-2021,410,Guilford County Schools,410325,Swann Middle School,N,"06,07,08",N,Y,631,326,1.6,522,82.73,Y,SW-SW,,,,,2009-2010,
2020-2021,410,Guilford County Schools,410326,Middle College High at Bennett,N,"09,10,11,12,XG",N,Y,123,45,1.6,72,58.54,Y,SW-SW,,,,,2019-2020,
2020-2021,410,Guilford County Schools,410328,Bessemer Elementary,N,"PK,0K,01,02,03,04,05",N,Y,517,378,1.6,517,100,Y,SW-SW,,,,,2002-2003,
2020-2021,410,Guilford County Schools,410331,Bluford Elementary,N,"0K,01,02,03,04,05",N,Y,304,211,1.6,304,100,Y,SW-SW,,,,,2006-2007,
2020-2021,410,Guilford County Schools,410334,Brightwood Elementary,N,"PK,0K,01,02,03,04,05",N,Y,550,309,1.6,494,89.82,Y,SW-SW,,,,,2006-2007,
2020-2021,410,Guilford County Schools,410337,Brooks Global Elementary,N,"0K,01,02,03,04,05",N,N,373,N/A,N/A,148,39.68,N,TAS,,,,,,
2020-2021,410,Guilford County Schools,410340,Monticello-Brown Summit Elem,N,"PK,0K,01,02,03,04,05",N,N,389,N/A,N/A,257,66.07,Y,SW-SW,,,,,2013-2014,
2020-2021,410,Guilford County Schools,410341,Brown Summit Middle,N,"06,07,08",N,N,241,N/A,N/A,42,17.43,N,Not Title I,,,,,,
2020-2021,410,Guilford County Schools,410343,Claxton Elementary,N,"0K,01,02,03,04,05",N,N,600,N/A,N/A,205,34.17,N,Not Title I,,,,,,
2020-2021,410,Guilford County Schools,410346,Colfax Elementary,N,"PK,0K,01,02,03,04,05",N,N,704,N/A,N/A,229,32.53,N,Not Title I,,,,,,
2020-2021,410,Guilford County Schools,410349,Ceasar Cone Elementary,N,"PK,0K,01,02,03,04,05",N,Y,511,386,1.6,511,100,Y,SW-SW,,,,,2006-2007,
2020-2021,410,Guilford County Schools,410355,James B Dudley High,N,"09,10,11,12,XG",N,Y,1320,714,1.6,1142,86.52,Y,SW-SW,,,,,2010-2011,
2020-2021,410,Guilford County Schools,410358,Eastern Guilford High,N,"09,10,11,12,XG",N,N,1222,N/A,N/A,720,58.92,Y,SW-SW,,,,,2019-2020,
2020-2021,410,Guilford County Schools,410361,Erwin Montessori,N,"PK,0K,01,02,03,04,05",N,N,232,N/A,N/A,149,64.22,Y,SW-SW,,,,,2016-2017,
2020-2021,410,Guilford County Schools,410364,Fairview Elementary,N,"PK,0K,01,02,03,04,05",N,Y,448,337,1.6,448,100,Y,SW-SW,,,,,2005-2006,
2020-2021,410,Guilford County Schools,410366,Waldo C Falkener Sr Elementary,N,"PK,0K,01,02,03,04,05",N,Y,602,437,1.6,602,100,Y,SW-SW,,,,,2006-2007,
2020-2021,410,Guilford County Schools,410367,Ferndale Middle,N,"06,07,08",N,Y,717,405,1.6,648,90.38,Y,SW-SW,,,,,2002-2003,
2020-2021,410,Guilford County Schools,410370,Florence Elementary,N,"PK,0K,01,02,03,04,05",N,N,711,N/A,N/A,313,44.02,N,SW,,,,,,
2020-2021,410,Guilford County Schools,410373,Julius I Foust Elementary,N,"PK,0K,01,02,03,04,05",N,Y,388,240,1.6,384,98.97,Y,SW-SW,,,,,2006-2007,
2020-2021,410,Guilford County Schools,410376,Cyrus P Frazier Elementary,N,"PK,0K,01,02,03,04,05",N,Y,314,186,1.6,298,94.9,Y,SW-SW,,,,,2006-2007,
2020-2021,410,Guilford County Schools,410379,Gateway Education Center,N,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,XG",N,N,151,N/A,N/A,88,58.28,N,SW,,,,,,
2020-2021,410,Guilford County Schools,410382,Gibsonville Elementary,N,"PK,0K,01,02,03,04,05",N,N,539,N/A,N/A,292,54.17,Y,SW-SW,,,,,2020-2021,
2020-2021,410,Guilford County Schools,410385,Gillespie Park Elementary,N,"PK,0K,01,02,03,04,05",N,Y,226,176,1.6,226,100,Y,SW-SW,,,,,2003-2004,
2020-2021,410,Guilford County Schools,410388,General Greene Elementary,N,"0K,01,02,03,04,05",N,N,479,N/A,N/A,181,37.79,N,TAS,,,,,,
2020-2021,410,Guilford County Schools,410390,GC Middle College High,N,"11,12,XG",N,N,125,N/A,N/A,44,35.2,N,TAS,,,,,,
2020-2021,410,Guilford County Schools,410391,Penn-Griffin Schools,N,"06,07,08,09,10,11,12,XG",N,N,583,N/A,N/A,372,63.81,Y,SW-SW,,,,,2019-2020,
2020-2021,410,Guilford County Schools,410394,Grimsley High,N,"09,10,11,12,XG",N,N,1772,N/A,N/A,671,37.87,N,TAS,,,,,,
2020-2021,410,Guilford County Schools,410395,Early College at Guilford,N,"09,10,11,12,XG",N,N,204,N/A,N/A,17,8.33,N,Not Title I,,,,,,
2020-2021,410,Guilford County Schools,410397,Western Guilford Middle,N,"06,07,08",N,N,793,N/A,N/A,538,67.84,Y,SW-SW,,,,,2012-2013,
2020-2021,410,Guilford County Schools,410398,Doris Henderson Newcomers Sch,N,"03,04,05,06,07,08,09,10,11,12,XG",N,Y,343,146,1.6,234,68.22,Y,SW-SW,,,,,2006-2007,
2020-2021,410,Guilford County Schools,410399,Middle College at GTCC-Greensboro,N,"09,10,11,12,13,XG",N,N,150,N/A,N/A,61,40.67,N,SW,,,,,,
2020-2021,410,Guilford County Schools,410400,Guilford Elementary,N,"PK,0K,01,02,03,04,05",N,Y,566,295,1.6,472,83.39,Y,SW-SW,,,,,2006-2007,
2020-2021,410,Guilford County Schools,410401,GTCC Middle College High,N,"09,10,11,12,13,XG",N,N,238,N/A,N/A,90,37.82,N,TAS,,,,,,
2020-2021,410,Guilford County Schools,410402,Otis L Hairston Sr Middle,N,"06,07,08",N,Y,707,521,1.6,707,100,Y,SW-SW,,,,,2003-2004,
2020-2021,410,Guilford County Schools,410406,High Point Central High,N,"09,10,11,12,XG",N,N,1186,N/A,N/A,624,52.61,Y,SW-SW,,,,,2015-2016,
2020-2021,410,Guilford County Schools,410407,Kearns Academy,N,"09,10,11,12,XG",N,Y,126,43,1.6,69,54.76,Y,SW-SW,,,,,2019-2020,
2020-2021,410,Guilford County Schools,410408,Middle College at GTCC-High Point,N,"09,10,11,12,13,XG",N,N,161,N/A,N/A,77,47.83,N,SW,,,,,,
2020-2021,410,Guilford County Schools,410409,Hunter Elementary,N,"PK,0K,01,02,03,04,05",N,Y,587,360,1.6,576,98.13,Y,SW-SW,,,,,2006-2007,
2020-2021,410,Guilford County Schools,410412,Irving Park Elementary,N,"PK,0K,01,02,03,04,05",N,Y,602,291,1.6,466,77.41,Y,SW-SW,,,,,2010-2011,
2020-2021,410,Guilford County Schools,410415,Jackson Middle,N,"06,07,08",N,Y,471,301,1.6,471,100,Y,SW-SW,,,,,2004-2005,
2020-2021,410,Guilford County Schools,410418,Jamestown Elementary,N,"PK,0K,01,02,03,04,05",N,Y,444,202,1.6,323,72.75,Y,SW-SW,,,,,2008-2009,
2020-2021,410,Guilford County Schools,410421,Jamestown Middle,N,"06,07,08",N,N,1088,N/A,N/A,628,57.72,Y,SW-SW,,,,,2019-2020,
2020-2021,410,Guilford County Schools,410423,Jefferson Elementary,N,"PK,0K,01,02,03,04,05",N,Y,693,294,1.6,470,67.82,Y,SW-SW,,,,,2017-2018,
2020-2021,410,Guilford County Schools,410424,Jesse Wharton Elem,N,"0K,01,02,03,04,05",N,N,538,N/A,N/A,179,33.27,N,Not Title I,,,,,,
2020-2021,410,Guilford County Schools,410427,Johnson Street Global Studies,N,"0K,01,02,03,04,05,06,07,08",N,Y,466,278,1.6,445,95.49,Y,SW-SW,,,,,2006-2007,
2020-2021,410,Guilford County Schools,410430,David D Jones Elementary,N,"PK,0K,01,02,03,04,05",N,Y,728,345,1.6,552,75.82,Y,SW-SW,,,,,2017-2018,
2020-2021,410,Guilford County Schools,410436,James Y Joyner Elementary,N,"PK,0K,01,02,03,04,05",N,Y,290,141,1.6,226,77.93,Y,SW-SW,,,,,2010-2011,
2020-2021,410,Guilford County Schools,410437,Kernodle Middle,N,"06,07,08",N,N,783,N/A,N/A,200,25.54,N,Not Title I,,,,,,
2020-2021,410,Guilford County Schools,410439,Kirkman Park Elementary,N,"PK,0K,01,02,03,04,05",N,Y,288,198,1.6,288,100,Y,SW-SW,,,,,2003-2004,
2020-2021,410,Guilford County Schools,410442,Kiser Middle,N,"06,07,08",N,N,1038,N/A,N/A,575,55.39,Y,SW-SW,,,,,2015-2016,
2020-2021,410,Guilford County Schools,410448,Lincoln Academy,N,"04,05,06,07,08",N,N,683,N/A,N/A,370,54.17,Y,SW-SW,,,,,2020-2021,
2020-2021,410,Guilford County Schools,410451,John Van Lindley Elementary,N,"PK,0K,01,02,03,04,05",N,N,491,N/A,N/A,265,53.97,Y,SW-SW,,,,,2020-2021,
2020-2021,410,Guilford County Schools,410454,Madison Elementary,N,"0K,01,02,03,04,05",N,N,234,N/A,N/A,146,62.39,Y,SW-SW,,,,,2013-2014,
2020-2021,410,Guilford County Schools,410457,Herbin Metz Education Center,N,"PK,0K,01,02,03,04,05,06,07,08,XG",N,N,84,N/A,N/A,44,52.38,N,SW,,,,,,
2020-2021,410,Guilford County Schools,410458,C Joyner Greene Education Center,N,"08,09,10,11,12,XG",N,Y,75,20,1.6,32,42.67,N,SW,,,,,,
2020-2021,410,Guilford County Schools,410460,Eastern Guilford Middle,N,"06,07,08",N,Y,1074,436,1.6,698,64.99,Y,SW-SW,,,,,2011-2012,
2020-2021,410,Guilford County Schools,410461,McLeansville Elementary,N,"PK,0K,01,02,03,04,05",N,Y,320,124,1.6,198,61.88,Y,SW-SW,,,,,2019-2020,
2020-2021,410,Guilford County Schools,410462,Ronald E. McNair Elementary,N,"PK,0K,01,02,03,04,05",N,Y,577,331,1.6,530,91.85,Y,SW-SW,,,,,2012-2013,
2020-2021,410,Guilford County Schools,410463,Mendenhall Middle,N,"06,07,08",N,N,746,N/A,N/A,448,60.05,Y,SW-SW,,,,,2019-2020,
